Register Value,Player Name, Salary in $ ,Season Start,Season End,Team,Full Team Name
5767,Scott Williams," $1,600,000.00 ",2004,2005,CLE,Cleveland Caveliers
11236,Scott Wood," $50,000.00 ",2016,2017,GSW,Golden State Warriors
296,Scottie Pippen," $765,000.00 ",1990,1991,CHI,Chicago Bulls
664,Scottie Pippen," $2,770,000.00 ",1991,1992,CHI,Chicago Bulls
1038,Scottie Pippen," $3,425,000.00 ",1992,1993,CHI,Chicago Bulls
1430,Scottie Pippen," $3,075,000.00 ",1993,1994,CHI,Chicago Bulls
2149,Scottie Pippen," $2,925,000.00 ",1995,1996,CHI,Chicago Bulls
2535,Scottie Pippen," $2,250,000.00 ",1996,1997,CHI,Chicago Bulls
2906,Scottie Pippen," $2,775,000.00 ",1997,1998,CHI,Chicago Bulls
3300,Scottie Pippen," $11,000,000.00 ",1998,1999,HOU,Houston Rockets
4054,Scottie Pippen," $13,750,000.00 ",2000,2001,POR,Portland Trail Blazers
4497,Scottie Pippen," $18,083,564.00 ",2001,2002,POR,Portland Trail Blazers
4940,Scottie Pippen," $19,727,524.00 ",2002,2003,POR,Portland Trail Blazers
5351,Scottie Pippen," $4,917,000.00 ",2003,2004,CHI,Chicago Bulls
6218,Sean Banks," $150,751.00 ",2005,2006,NOH,New Orleans Pelicans
297,Sean Elliott," $1,800,000.00 ",1990,1991,SAS,San Antonio Spurs
665,Sean Elliott," $1,802,000.00 ",1991,1992,SAS,San Antonio Spurs
1039,Sean Elliott," $1,802,000.00 ",1992,1993,SAS,San Antonio Spurs
1431,Sean Elliott," $1,807,000.00 ",1993,1994,DET,Detroit Pistons
1772,Sean Elliott," $1,350,000.00 ",1994,1995,SAS,San Antonio Spurs
2150,Sean Elliott," $5,333,000.00 ",1995,1996,SAS,San Antonio Spurs
2536,Sean Elliott," $5,333,000.00 ",1996,1997,SAS,San Antonio Spurs
2907,Sean Elliott," $5,333,333.00 ",1997,1998,SAS,San Antonio Spurs
3640,Sean Elliott," $5,433,333.00 ",1999,2000,SAS,San Antonio Spurs
666,Sean Green," $130,000.00 ",1991,1992,IND,Indiana Pacers
1040,Sean Green," $355,000.00 ",1992,1993,IND,Indiana Pacers
1432,Sean Green," $400,000.00 ",1993,1994,PHI,Philadelphia 76ers
298,Sean Higgins," $150,000.00 ",1990,1991,SAS,San Antonio Spurs
1041,Sean Higgins," $250,000.00 ",1992,1993,LAL,Los Angeles Lakers
2151,Sean Higgins," $500,000.00 ",1995,1996,PHI,Philadelphia 76ers
2908,Sean Higgins," $272,250.00 ",1997,1998,POR,Portland Trail Blazers
10072,Sean Kilpatrick," $35,000.00 ",2014,2015,GSW,Golden State Warriors
10073,Sean Kilpatrick," $29,843.00 ",2014,2015,MIN,Minnesota Timberwolves
10631,Sean Kilpatrick," $320,594.00 ",2015,2016,NJN,Brooklyn Nets
10632,Sean Kilpatrick," $99,418.00 ",2015,2016,DEN,Denver Nuggets
11237,Sean Kilpatrick," $980,431.00 ",2016,2017,NJN,Brooklyn Nets
11754,Sean Kilpatrick," $1,524,305.00 ",2017,2018,NJN,Brooklyn Nets
4941,Sean Lampley," $349,458.00 ",2002,2003,MIA,Miami Heat
5352,Sean Lampley," $89,364.00 ",2003,2004,GSW,Golden State Warriors
3641,Sean Marks," $385,000.00 ",1999,2000,TOR,Toronto Raptors 
4498,Sean Marks," $565,850.00 ",2001,2002,MIA,Miami Heat
4942,Sean Marks," $612,435.00 ",2002,2003,MIA,Miami Heat
5353,Sean Marks," $596,295.00 ",2003,2004,SAS,San Antonio Spurs
6600,Sean Marks," $932,015.00 ",2006,2007,PHO,Phoenix Suns
7009,Sean Marks," $1,033,930.00 ",2007,2008,PHO,Phoenix Suns
7423,Sean Marks," $1,141,838.00 ",2008,2009,NOH,New Orleans Pelicans
7879,Sean Marks," $1,187,686.00 ",2009,2010,NOH,New Orleans Pelicans
7880,Sean May," $884,881.00 ",2009,2010,SAC,Sacramento Kings
1042,Sean Rooks," $375,000.00 ",1992,1993,DAL,Dallas Mavericks
1433,Sean Rooks," $488,000.00 ",1993,1994,DAL,Dallas Mavericks
2152,Sean Rooks," $1,200,000.00 ",1995,1996,MIN,Minnesota Timberwolves
2537,Sean Rooks," $1,200,000.00 ",1996,1997,LAL,Los Angeles Lakers
2909,Sean Rooks," $1,440,000.00 ",1997,1998,LAL,Los Angeles Lakers
3301,Sean Rooks," $1,680,000.00 ",1998,1999,LAL,Los Angeles Lakers
3642,Sean Rooks," $1,920,000.00 ",1999,2000,DAL,Dallas Mavericks
4055,Sean Rooks," $2,160,000.00 ",2000,2001,LAC,Los Angeles Clippers
4499,Sean Rooks," $2,400,000.00 ",2001,2002,LAC,Los Angeles Clippers
4943,Sean Rooks," $2,640,000.00 ",2002,2003,LAC,Los Angeles Clippers
5354,Sean Rooks," $1,070,000.00 ",2003,2004,NOH,New Orleans Pelicans
7010,Sean Williams," $1,416,600.00 ",2007,2008,NJN,Brooklyn Nets
7424,Sean Williams," $1,522,920.00 ",2008,2009,NJN,Brooklyn Nets
7881,Sean Williams," $1,629,120.00 ",2009,2010,NJN,Brooklyn Nets
5768,Sebastian Telfair," $1,559,280.00 ",2004,2005,POR,Portland Trail Blazers
6219,Sebastian Telfair," $1,676,280.00 ",2005,2006,POR,Portland Trail Blazers
7011,Sebastian Telfair," $2,562,426.00 ",2007,2008,MIN,Minnesota Timberwolves
7425,Sebastian Telfair," $2,300,000.00 ",2008,2009,MIN,Minnesota Timberwolves
7882,Sebastian Telfair," $2,500,000.00 ",2009,2010,CLE,Cleveland Caveliers
8293,Sebastian Telfair," $2,700,000.00 ",2010,2011,MIN,Minnesota Timberwolves
8737,Sebastian Telfair," $1,500,000.00 ",2011,2012,PHO,Phoenix Suns
9171,Sebastian Telfair," $1,567,500.00 ",2012,2013,TOR,Toronto Raptors 
10074,Sebastian Telfair," $915,243.00 ",2014,2015,OKC,Oklahoma City Thunder
299,Sedale Threatt," $650,000.00 ",1990,1991,OKC,Oklahoma City Thunder
667,Sedale Threatt," $612,000.00 ",1991,1992,LAL,Los Angeles Lakers
1043,Sedale Threatt," $796,000.00 ",1992,1993,LAL,Los Angeles Lakers
1434,Sedale Threatt," $2,400,000.00 ",1993,1994,LAL,Los Angeles Lakers
1773,Sedale Threatt," $2,400,000.00 ",1994,1995,LAL,Los Angeles Lakers
2153,Sedale Threatt," $2,400,000.00 ",1995,1996,LAL,Los Angeles Lakers
1435,Sedric Toney," $150,000.00 ",1993,1994,CLE,Cleveland Caveliers
11238,Semaj Christon," $543,471.00 ",2016,2017,OKC,Oklahoma City Thunder
11755,Semi Ojeleye," $1,291,892.00 ",2017,2018,BOS,Boston Celtic
8294,Semih Erden," $473,604.00 ",2010,2011,CLE,Cleveland Caveliers
8738,Semih Erden," $762,195.00 ",2011,2012,CLE,Cleveland Caveliers
7883,Serge Ibaka," $1,120,200.00 ",2009,2010,OKC,Oklahoma City Thunder
8295,Serge Ibaka," $1,204,200.00 ",2010,2011,OKC,Oklahoma City Thunder
8739,Serge Ibaka," $1,288,200.00 ",2011,2012,OKC,Oklahoma City Thunder
9172,Serge Ibaka," $2,253,062.00 ",2012,2013,OKC,Oklahoma City Thunder
9566,Serge Ibaka," $12,250,000.00 ",2013,2014,OKC,Oklahoma City Thunder
10075,Serge Ibaka," $12,350,000.00 ",2014,2015,OKC,Oklahoma City Thunder
10633,Serge Ibaka," $12,350,000.00 ",2015,2016,OKC,Oklahoma City Thunder
11239,Serge Ibaka," $12,250,000.00 ",2016,2017,TOR,Toronto Raptors 
11756,Serge Ibaka," $20,061,729.00 ",2017,2018,TOR,Toronto Raptors 
1774,Sergei Bazarevich," $168,000.00 ",1994,1995,ATL,Atlanta Hawks
6220,Sergei Monia," $1,016,400.00 ",2005,2006,POR,Portland Trail Blazers
6601,Sergei Monia," $100,000.00 ",2006,2007,SAC,Sacramento Kings
9567,Sergey Karasev," $1,467,840.00 ",2013,2014,CLE,Cleveland Caveliers
10076,Sergey Karasev," $1,533,840.00 ",2014,2015,NJN,Brooklyn Nets
10634,Sergey Karasev," $1,599,840.00 ",2015,2016,NJN,Brooklyn Nets
6602,Sergio Rodriguez," $912,000.00 ",2006,2007,POR,Portland Trail Blazers
7012,Sergio Rodriguez," $817,000.00 ",2007,2008,POR,Portland Trail Blazers
7426,Sergio Rodriguez," $1,048,800.00 ",2008,2009,POR,Portland Trail Blazers
7884,Sergio Rodriguez," $1,892,035.00 ",2009,2010,NYK,New York Knicks
11240,Sergio Rodriguez," $8,000,000.00 ",2016,2017,PHI,Philadelphia 76ers
10077,Seth Curry," $100,000.00 ",2014,2015,ORL,Orlando Magic
10078,Seth Curry," $48,028.00 ",2014,2015,PHO,Phoenix Suns
10635,Seth Curry," $947,276.00 ",2015,2016,SAC,Sacramento Kings
11241,Seth Curry," $2,898,000.00 ",2016,2017,DAL,Dallas Mavericks
11757,Seth Curry," $3,028,410.00 ",2017,2018,DAL,Dallas Mavericks
9568,Shabazz Muhammad," $1,887,120.00 ",2013,2014,MIN,Minnesota Timberwolves
10079,Shabazz Muhammad," $1,971,960.00 ",2014,2015,MIN,Minnesota Timberwolves
10636,Shabazz Muhammad," $2,056,920.00 ",2015,2016,MIN,Minnesota Timberwolves
11242,Shabazz Muhammad," $3,046,299.00 ",2016,2017,MIN,Minnesota Timberwolves
11758,Shabazz Muhammad," $1,577,230.00 ",2017,2018,MIN,Minnesota Timberwolves
10080,Shabazz Napier," $1,238,640.00 ",2014,2015,MIA,Miami Heat
10637,Shabazz Napier," $1,294,440.00 ",2015,2016,ORL,Orlando Magic
11243,Shabazz Napier," $1,350,120.00 ",2016,2017,POR,Portland Trail Blazers
11759,Shabazz Napier," $2,361,360.00 ",2017,2018,POR,Portland Trail Blazers
3643,Shammond Williams," $500,000.00 ",1999,2000,OKC,Oklahoma City Thunder
4056,Shammond Williams," $550,000.00 ",2000,2001,OKC,Oklahoma City Thunder
4500,Shammond Williams," $1,750,000.00 ",2001,2002,OKC,Oklahoma City Thunder
4944,Shammond Williams," $2,000,000.00 ",2002,2003,BOS,Boston Celtic
5355,Shammond Williams," $751,179.00 ",2003,2004,ORL,Orlando Magic
6603,Shammond Williams," $1,750,000.00 ",2006,2007,LAL,Los Angeles Lakers
2538,Shandon Anderson," $220,000.00 ",1996,1997,UTA,Utah Jazz
2910,Shandon Anderson," $1,200,000.00 ",1997,1998,UTA,Utah Jazz
3302,Shandon Anderson," $1,300,000.00 ",1998,1999,UTA,Utah Jazz
3644,Shandon Anderson," $2,000,000.00 ",1999,2000,HOU,Houston Rockets
4057,Shandon Anderson," $2,200,000.00 ",2000,2001,HOU,Houston Rockets
4501,Shandon Anderson," $5,500,000.00 ",2001,2002,NYK,New York Knicks
4945,Shandon Anderson," $6,100,000.00 ",2002,2003,NYK,New York Knicks
5356,Shandon Anderson," $6,700,000.00 ",2003,2004,NYK,New York Knicks
5769,Shandon Anderson," $7,300,000.00 ",2004,2005,NYK,New York Knicks
5770,Shandon Anderson," $873,699.00 ",2004,2005,MIA,Miami Heat
6221,Shandon Anderson," $7,900,000.00 ",2005,2006,NYK,New York Knicks
6222,Shandon Anderson," $1,035,000.00 ",2005,2006,MIA,Miami Heat
4502,Shane Battier," $2,203,080.00 ",2001,2002,MEM,Memphis Grizzlies
4946,Shane Battier," $2,368,200.00 ",2002,2003,MEM,Memphis Grizzlies
5357,Shane Battier," $2,533,440.00 ",2003,2004,MEM,Memphis Grizzlies
5771,Shane Battier," $3,212,402.00 ",2004,2005,MEM,Memphis Grizzlies
6223,Shane Battier," $4,903,000.00 ",2005,2006,MEM,Memphis Grizzlies
6604,Shane Battier," $5,393,300.00 ",2006,2007,HOU,Houston Rockets
7427,Shane Battier," $6,448,900.00 ",2008,2009,HOU,Houston Rockets
7885,Shane Battier," $6,864,200.00 ",2009,2010,HOU,Houston Rockets
8296,Shane Battier," $7,354,500.00 ",2010,2011,MEM,Memphis Grizzlies
8740,Shane Battier," $3,000,000.00 ",2011,2012,MIA,Miami Heat
9173,Shane Battier," $3,135,000.00 ",2012,2013,MIA,Miami Heat
9569,Shane Battier," $3,270,000.00 ",2013,2014,MIA,Miami Heat
2911,Shane Heal," $384,000.00 ",1997,1998,MIN,Minnesota Timberwolves
5358,Shane Heal," $75,615.00 ",2003,2004,SAS,San Antonio Spurs
9570,Shane Larkin," $1,536,960.00 ",2013,2014,DAL,Dallas Mavericks
10081,Shane Larkin," $1,606,080.00 ",2014,2015,NYK,New York Knicks
10638,Shane Larkin," $1,500,000.00 ",2015,2016,NJN,Brooklyn Nets
11760,Shane Larkin," $1,524,305.00 ",2017,2018,BOS,Boston Celtic
6605,Shannon Brown," $971,280.00 ",2006,2007,CLE,Cleveland Caveliers
7013,Shannon Brown," $1,044,120.00 ",2007,2008,CHI,Chicago Bulls
7428,Shannon Brown," $797,581.00 ",2008,2009,LAL,Los Angeles Lakers
7886,Shannon Brown," $2,000,000.00 ",2009,2010,LAL,Los Angeles Lakers
8297,Shannon Brown," $2,200,000.00 ",2010,2011,LAL,Los Angeles Lakers
8741,Shannon Brown," $3,500,000.00 ",2011,2012,PHO,Phoenix Suns
9174,Shannon Brown," $3,500,000.00 ",2012,2013,PHO,Phoenix Suns
9571,Shannon Brown," $3,500,000.00 ",2013,2014,PHO,Phoenix Suns
10639,Shannon Scott," $25,000.00 ",2015,2016,TOR,Toronto Raptors 
1044,Shaquille O\'Neal," $3,000,000.00 ",1992,1993,ORL,Orlando Magic
1436,Shaquille O\'Neal," $3,900,000.00 ",1993,1994,ORL,Orlando Magic
2154,Shaquille O\'Neal," $5,700,000.00 ",1995,1996,ORL,Orlando Magic
2539,Shaquille O\'Neal," $10,714,000.00 ",1996,1997,LAL,Los Angeles Lakers
2912,Shaquille O\'Neal," $12,857,143.00 ",1997,1998,LAL,Los Angeles Lakers
3303,Shaquille O\'Neal," $15,000,000.00 ",1998,1999,LAL,Los Angeles Lakers
3645,Shaquille O\'Neal," $17,142,858.00 ",1999,2000,LAL,Los Angeles Lakers
4058,Shaquille O\'Neal," $19,285,715.00 ",2000,2001,LAL,Los Angeles Lakers
4503,Shaquille O\'Neal," $21,428,572.00 ",2001,2002,LAL,Los Angeles Lakers
4947,Shaquille O\'Neal," $23,571,429.00 ",2002,2003,LAL,Los Angeles Lakers
5359,Shaquille O\'Neal," $24,749,999.00 ",2003,2004,LAL,Los Angeles Lakers
5772,Shaquille O\'Neal," $27,696,430.00 ",2004,2005,MIA,Miami Heat
6224,Shaquille O\'Neal," $20,000,000.00 ",2005,2006,MIA,Miami Heat
7014,Shaquille O\'Neal," $20,000,000.00 ",2007,2008,PHO,Phoenix Suns
7429,Shaquille O\'Neal," $21,000,000.00 ",2008,2009,PHO,Phoenix Suns
7887,Shaquille O\'Neal," $20,000,000.00 ",2009,2010,CLE,Cleveland Caveliers
8298,Shaquille O\'Neal," $1,352,181.00 ",2010,2011,BOS,Boston Celtic
2540,Shareef Abdur-Rahim," $2,186,000.00 ",1996,1997,MEM,Memphis Grizzlies
3646,Shareef Abdur-Rahim," $9,000,000.00 ",1999,2000,MEM,Memphis Grizzlies
4059,Shareef Abdur-Rahim," $10,130,000.00 ",2000,2001,MEM,Memphis Grizzlies
4504,Shareef Abdur-Rahim," $11,250,000.00 ",2001,2002,ATL,Atlanta Hawks
4948,Shareef Abdur-Rahim," $12,375,000.00 ",2002,2003,ATL,Atlanta Hawks
5360,Shareef Abdur-Rahim," $13,500,000.00 ",2003,2004,ATL,Atlanta Hawks
5773,Shareef Abdur-Rahim," $14,625,000.00 ",2004,2005,POR,Portland Trail Blazers
6225,Shareef Abdur-Rahim," $5,000,000.00 ",2005,2006,SAC,Sacramento Kings
6606,Shareef Abdur-Rahim," $5,400,000.00 ",2006,2007,SAC,Sacramento Kings
7888,Shareef Abdur-Rahim," $6,600,000.00 ",2009,2010,SAC,Sacramento Kings
1775,Sharone Wright," $2,020,000.00 ",1994,1995,PHI,Philadelphia 76ers
2155,Sharone Wright," $2,500,000.00 ",1995,1996,PHI,Philadelphia 76ers
2541,Sharone Wright," $3,100,000.00 ",1996,1997,TOR,Toronto Raptors 
2913,Sharone Wright," $3,500,000.00 ",1997,1998,TOR,Toronto Raptors 
5774,Shaun Livingston," $3,027,840.00 ",2004,2005,LAC,Los Angeles Clippers
6226,Shaun Livingston," $3,254,880.00 ",2005,2006,LAC,Los Angeles Clippers
6607,Shaun Livingston," $3,481,920.00 ",2006,2007,LAC,Los Angeles Clippers
7015,Shaun Livingston," $4,404,629.00 ",2007,2008,LAC,Los Angeles Clippers
7430,Shaun Livingston," $370,000.00 ",2008,2009,MEM,Memphis Grizzlies
7889,Shaun Livingston," $296,695.00 ",2009,2010,OKC,Oklahoma City Thunder
8742,Shaun Livingston," $3,500,000.00 ",2011,2012,MIL,Milwaukee Bucks
9175,Shaun Livingston," $768,720.00 ",2012,2013,CLE,Cleveland Caveliers
9176,Shaun Livingston," $256,240.00 ",2012,2013,WAS,Washington Wizards
9572,Shaun Livingston," $1,272,279.00 ",2013,2014,NJN,Brooklyn Nets
10082,Shaun Livingston," $5,305,000.00 ",2014,2015,GSW,Golden State Warriors
10640,Shaun Livingston," $5,543,725.00 ",2015,2016,GSW,Golden State Warriors
11244,Shaun Livingston," $5,782,450.00 ",2016,2017,GSW,Golden State Warriors
11761,Shaun Livingston," $7,692,308.00 ",2017,2018,GSW,Golden State Warriors
6227,Shavlik Randolph," $398,762.00 ",2005,2006,PHI,Philadelphia 76ers
6608,Shavlik Randolph," $1,000,000.00 ",2006,2007,PHI,Philadelphia 76ers
7431,Shavlik Randolph," $826,269.00 ",2008,2009,POR,Portland Trail Blazers
7890,Shavlik Randolph," $255,054.00 ",2009,2010,MIA,Miami Heat
7891,Shavlik Randolph," $88,488.00 ",2009,2010,POR,Portland Trail Blazers
10083,Shavlik Randolph," $1,227,985.00 ",2014,2015,DEN,Denver Nuggets
1437,Shawn Bradley," $2,700,000.00 ",1993,1994,PHI,Philadelphia 76ers
1776,Shawn Bradley," $3,510,000.00 ",1994,1995,PHI,Philadelphia 76ers
2156,Shawn Bradley," $4,320,000.00 ",1995,1996,NJN,Brooklyn Nets
2542,Shawn Bradley," $5,130,000.00 ",1996,1997,NJN,Brooklyn Nets
3304,Shawn Bradley," $6,750,000.00 ",1998,1999,DAL,Dallas Mavericks
3647,Shawn Bradley," $7,560,000.00 ",1999,2000,DAL,Dallas Mavericks
4060,Shawn Bradley," $8,370,000.00 ",2000,2001,DAL,Dallas Mavericks
4505,Shawn Bradley," $4,500,000.00 ",2001,2002,DAL,Dallas Mavericks
4949,Shawn Bradley," $4,000,000.00 ",2002,2003,DAL,Dallas Mavericks
5775,Shawn Bradley," $4,000,000.00 ",2004,2005,DAL,Dallas Mavericks
6228,Shawn Bradley," $4,500,000.00 ",2005,2006,DAL,Dallas Mavericks
300,Shawn Kemp," $350,000.00 ",1990,1991,OKC,Oklahoma City Thunder
668,Shawn Kemp," $430,000.00 ",1991,1992,OKC,Oklahoma City Thunder
1045,Shawn Kemp," $650,000.00 ",1992,1993,OKC,Oklahoma City Thunder
1438,Shawn Kemp," $750,000.00 ",1993,1994,OKC,Oklahoma City Thunder
1777,Shawn Kemp," $1,000,000.00 ",1994,1995,OKC,Oklahoma City Thunder
2157,Shawn Kemp," $3,000,000.00 ",1995,1996,OKC,Oklahoma City Thunder
2543,Shawn Kemp," $3,300,000.00 ",1996,1997,OKC,Oklahoma City Thunder
2914,Shawn Kemp," $8,600,000.00 ",1997,1998,CLE,Cleveland Caveliers
3305,Shawn Kemp," $9,740,000.00 ",1998,1999,CLE,Cleveland Caveliers
3648,Shawn Kemp," $10,780,000.00 ",1999,2000,CLE,Cleveland Caveliers
4061,Shawn Kemp," $11,720,000.00 ",2000,2001,POR,Portland Trail Blazers
4506,Shawn Kemp," $12,660,000.00 ",2001,2002,POR,Portland Trail Blazers
4950,Shawn Kemp," $12,621,028.00 ",2002,2003,POR,Portland Trail Blazers
4951,Shawn Kemp," $1,030,000.00 ",2002,2003,ORL,Orlando Magic
5361,Shawn Kemp," $14,941,935.00 ",2003,2004,POR,Portland Trail Blazers
11245,Shawn Long," $96,969.00 ",2016,2017,PHI,Philadelphia 76ers
4062,Shawn Marion," $1,662,240.00 ",2000,2001,PHO,Phoenix Suns
4507,Shawn Marion," $1,778,160.00 ",2001,2002,PHO,Phoenix Suns
4952,Shawn Marion," $2,265,375.00 ",2002,2003,PHO,Phoenix Suns
5362,Shawn Marion," $10,960,000.00 ",2003,2004,PHO,Phoenix Suns
5776,Shawn Marion," $12,330,000.00 ",2004,2005,PHO,Phoenix Suns
6609,Shawn Marion," $15,070,000.00 ",2006,2007,PHO,Phoenix Suns
7016,Shawn Marion," $16,440,000.00 ",2007,2008,MIA,Miami Heat
7432,Shawn Marion," $17,810,000.00 ",2008,2009,TOR,Toronto Raptors 
7892,Shawn Marion," $6,635,068.00 ",2009,2010,DAL,Dallas Mavericks
8299,Shawn Marion," $7,305,500.00 ",2010,2011,DAL,Dallas Mavericks
8743,Shawn Marion," $8,022,449.00 ",2011,2012,DAL,Dallas Mavericks
9177,Shawn Marion," $8,646,364.00 ",2012,2013,DAL,Dallas Mavericks
9573,Shawn Marion," $9,316,796.00 ",2013,2014,DAL,Dallas Mavericks
10084,Shawn Marion," $1,448,490.00 ",2014,2015,CLE,Cleveland Caveliers
2158,Shawn Respert," $1,232,000.00 ",1995,1996,MIL,Milwaukee Bucks
2544,Shawn Respert," $1,417,000.00 ",1996,1997,MIL,Milwaukee Bucks
2915,Shawn Respert," $1,602,120.00 ",1997,1998,TOR,Toronto Raptors 
7017,Shawne Williams," $1,470,360.00 ",2007,2008,IND,Indiana Pacers
7433,Shawne Williams," $1,572,960.00 ",2008,2009,DAL,Dallas Mavericks
7893,Shawne Williams," $2,416,067.00 ",2009,2010,NJN,Brooklyn Nets
8300,Shawne Williams," $885,210.00 ",2010,2011,NYK,New York Knicks
8744,Shawne Williams," $3,000,000.00 ",2011,2012,NJN,Brooklyn Nets
9178,Shawne Williams," $2,600,000.00 ",2012,2013,POR,Portland Trail Blazers
10085,Shawne Williams," $1,227,985.00 ",2014,2015,MIL,Milwaukee Bucks
2545,Shawnelle Scott," $300,000.00 ",1996,1997,CLE,Cleveland Caveliers
2916,Shawnelle Scott," $500,000.00 ",1997,1998,CLE,Cleveland Caveliers
4508,Shawnelle Scott," $590,850.00 ",2001,2002,DEN,Denver Nuggets
10086,Shayne Whittington," $507,336.00 ",2014,2015,IND,Indiana Pacers
10641,Shayne Whittington," $845,059.00 ",2015,2016,IND,Indiana Pacers
2917,Shea Seals," $242,000.00 ",1997,1998,LAL,Los Angeles Lakers
3649,Shea Seals," $385,000.00 ",1999,2000,LAL,Los Angeles Lakers
6610,Shelden Williams," $2,952,840.00 ",2006,2007,ATL,Atlanta Hawks
7434,Shelden Williams," $3,395,760.00 ",2008,2009,MIN,Minnesota Timberwolves
7894,Shelden Williams," $825,497.00 ",2009,2010,BOS,Boston Celtic
8301,Shelden Williams," $915,852.00 ",2010,2011,NYK,New York Knicks
8745,Shelden Williams," $992,680.00 ",2011,2012,NJN,Brooklyn Nets
11762,Sheldon Mac," $1,312,611.00 ",2017,2018,WAS,Washington Wizards
11246,Sheldon McClellan," $543,471.00 ",2016,2017,WAS,Washington Wizards
8746,Shelvin Mack," $473,604.00 ",2011,2012,WAS,Washington Wizards
9179,Shelvin Mack," $89,670.00 ",2012,2013,PHI,Philadelphia 76ers
9180,Shelvin Mack," $67,253.00 ",2012,2013,WAS,Washington Wizards
9574,Shelvin Mack," $884,293.00 ",2013,2014,ATL,Atlanta Hawks
10087,Shelvin Mack," $2,433,333.00 ",2014,2015,ATL,Atlanta Hawks
10642,Shelvin Mack," $2,433,333.00 ",2015,2016,UTA,Utah Jazz
11247,Shelvin Mack," $2,433,334.00 ",2016,2017,UTA,Utah Jazz
11763,Shelvin Mack," $6,000,000.00 ",2017,2018,ORL,Orlando Magic
2159,Sherell Ford," $500,000.00 ",1995,1996,OKC,Oklahoma City Thunder
2546,Sherell Ford," $500,000.00 ",1996,1997,OKC,Oklahoma City Thunder
2918,Sherell Ford," $670,800.00 ",1997,1998,OKC,Oklahoma City Thunder
301,Sherman Douglas," $325,000.00 ",1990,1991,MIA,Miami Heat
669,Sherman Douglas," $1,250,000.00 ",1991,1992,MIA,Miami Heat
1046,Sherman Douglas," $1,869,000.00 ",1992,1993,BOS,Boston Celtic
1439,Sherman Douglas," $2,300,000.00 ",1993,1994,BOS,Boston Celtic
1778,Sherman Douglas," $2,731,000.00 ",1994,1995,BOS,Boston Celtic
2160,Sherman Douglas," $3,163,000.00 ",1995,1996,MIL,Milwaukee Bucks
2547,Sherman Douglas," $3,594,000.00 ",1996,1997,MIL,Milwaukee Bucks
2919,Sherman Douglas," $4,025,000.00 ",1997,1998,DEN,Denver Nuggets
2920,Sherman Douglas," $272,250.00 ",1997,1998,NJN,Brooklyn Nets
3306,Sherman Douglas," $2,200,000.00 ",1998,1999,LAC,Los Angeles Clippers
3650,Sherman Douglas," $1,000,000.00 ",1999,2000,NJN,Brooklyn Nets
4063,Sherman Douglas," $1,100,000.00 ",2000,2001,NJN,Brooklyn Nets
302,Sidney Green," $837,000.00 ",1990,1991,SAS,San Antonio Spurs
670,Sidney Green," $1,063,000.00 ",1991,1992,SAS,San Antonio Spurs
1047,Sidney Green," $1,288,000.00 ",1992,1993,CHA,Charlotte Hornets
1440,Sidney Green," $1,512,000.00 ",1993,1994,PHI,Philadelphia 76ers
303,Sidney Moncrief," $510,000.00 ",1990,1991,ATL,Atlanta Hawks
10088,Sim Bhullar," $29,843.00 ",2014,2015,SAC,Sacramento Kings
11764,Sindarius Thornwell," $815,615.00 ",2017,2018,LAC,Los Angeles Clippers
11248,Skal Labissiere," $1,188,840.00 ",2016,2017,SAC,Sacramento Kings
11765,Skal Labissiere," $1,312,611.00 ",2017,2018,SAC,Sacramento Kings
5363,Slavko Vranes," $129,768.00 ",2003,2004,NYK,New York Knicks
304,Sleepy Floyd," $1,400,000.00 ",1990,1991,HOU,Houston Rockets
671,Sleepy Floyd," $1,500,000.00 ",1991,1992,HOU,Houston Rockets
1441,Sleepy Floyd," $1,700,000.00 ",1993,1994,HOU,Houston Rockets
1442,Sleepy Floyd," $150,000.00 ",1993,1994,SAS,San Antonio Spurs
4953,Smush Parker," $349,458.00 ",2002,2003,CLE,Cleveland Caveliers
5777,Smush Parker," $695,046.00 ",2004,2005,DET,Detroit Pistons
6229,Smush Parker," $745,248.00 ",2005,2006,LAL,Los Angeles Lakers
6611,Smush Parker," $798,112.00 ",2006,2007,LAL,Los Angeles Lakers
7018,Smush Parker," $2,250,000.00 ",2007,2008,MIA,Miami Heat
8302,Solomon Alabi," $770,000.00 ",2010,2011,TOR,Toronto Raptors 
8747,Solomon Alabi," $830,000.00 ",2011,2012,TOR,Toronto Raptors 
9575,Solomon Hill," $1,246,680.00 ",2013,2014,IND,Indiana Pacers
10089,Solomon Hill," $1,302,840.00 ",2014,2015,IND,Indiana Pacers
10643,Solomon Hill," $1,358,880.00 ",2015,2016,IND,Indiana Pacers
11249,Solomon Hill," $11,241,218.00 ",2016,2017,NOH,New Orleans Pelicans
11766,Solomon Hill," $12,236,535.00 ",2017,2018,NOH,New Orleans Pelicans
6612,Solomon Jones," $675,000.00 ",2006,2007,ATL,Atlanta Hawks
7019,Solomon Jones," $729,000.00 ",2007,2008,ATL,Atlanta Hawks
7435,Solomon Jones," $797,581.00 ",2008,2009,ATL,Atlanta Hawks
7895,Solomon Jones," $1,620,000.00 ",2009,2010,IND,Indiana Pacers
8303,Solomon Jones," $1,500,000.00 ",2010,2011,IND,Indiana Pacers
8748,Solomon Jones," $280,234.00 ",2011,2012,LAC,Los Angeles Clippers
