Register Value,Player Name, Salary in $ ,Season Start,Season End,Team,Full Team Name
11459,Dirk Nowitzki," $5,000,000.00 ",2017,2018,DAL,Dallas Mavericks
93,Doc Rivers," $895,000.00 ",1990,1991,ATL,Atlanta Hawks
449,Doc Rivers," $1,195,000.00 ",1991,1992,LAC,Los Angeles Clippers
822,Doc Rivers," $895,000.00 ",1992,1993,NYK,New York Knicks
1202,Doc Rivers," $1,110,000.00 ",1993,1994,NYK,New York Knicks
1589,Doc Rivers," $1,405,000.00 ",1994,1995,NYK,New York Knicks
1590,Doc Rivers," $109,750.00 ",1994,1995,SAS,San Antonio Spurs
1950,Doc Rivers," $1,150,000.00 ",1995,1996,SAS,San Antonio Spurs
10882,Domantas Sabonis," $2,440,200.00 ",2016,2017,OKC,Oklahoma City Thunder
11460,Domantas Sabonis," $2,550,000.00 ",2017,2018,IND,Indiana Pacers
6792,Dominic McGuire," $427,163.00 ",2007,2008,WAS,Washington Wizards
7187,Dominic McGuire," $711,517.00 ",2008,2009,WAS,Washington Wizards
7618,Dominic McGuire," $825,497.00 ",2009,2010,SAC,Sacramento Kings
8473,Dominic McGuire," $915,852.00 ",2011,2012,GSW,Golden State Warriors
8916,Dominic McGuire," $181,018.00 ",2012,2013,TOR,Toronto Raptors 
8917,Dominic McGuire," $122,625.00 ",2012,2013,IND,Indiana Pacers
8918,Dominic McGuire," $110,947.00 ",2012,2013,NOH,New Orleans Pelicans
8062,Dominique Jones," $1,110,120.00 ",2010,2011,DAL,Dallas Mavericks
8474,Dominique Jones," $1,193,280.00 ",2011,2012,DAL,Dallas Mavericks
8919,Dominique Jones," $1,276,560.00 ",2012,2013,DAL,Dallas Mavericks
94,Dominique Wilkins," $2,065,000.00 ",1990,1991,ATL,Atlanta Hawks
450,Dominique Wilkins," $3,100,000.00 ",1991,1992,ATL,Atlanta Hawks
823,Dominique Wilkins," $3,500,000.00 ",1992,1993,ATL,Atlanta Hawks
1203,Dominique Wilkins," $3,500,000.00 ",1993,1994,ATL,Atlanta Hawks
1591,Dominique Wilkins," $2,820,000.00 ",1994,1995,BOS,Boston Celtic
2319,Dominique Wilkins," $247,500.00 ",1996,1997,SAS,San Antonio Spurs
3095,Dominique Wilkins," $1,000,000.00 ",1998,1999,ORL,Orlando Magic
824,Don MacLean," $463,000.00 ",1992,1993,WAS,Washington Wizards
1204,Don MacLean," $601,000.00 ",1993,1994,WAS,Washington Wizards
1592,Don MacLean," $740,000.00 ",1994,1995,WAS,Washington Wizards
1951,Don MacLean," $925,000.00 ",1995,1996,DEN,Denver Nuggets
2320,Don MacLean," $1,780,000.00 ",1996,1997,PHI,Philadelphia 76ers
2710,Don MacLean," $2,120,000.00 ",1997,1998,NJN,Brooklyn Nets
3096,Don MacLean," $2,460,000.00 ",1998,1999,OKC,Oklahoma City Thunder
3447,Don MacLean," $2,800,000.00 ",1999,2000,HOU,Houston Rockets
3823,Don MacLean," $2,380,000.00 ",2000,2001,HOU,Houston Rockets
3824,Don MacLean," $798,500.00 ",2000,2001,MIA,Miami Heat
4245,Don MacLean," $965,850.00 ",2001,2002,TOR,Toronto Raptors 
2321,Don Reid," $400,000.00 ",1996,1997,DET,Detroit Pistons
2711,Don Reid," $1,000,000.00 ",1997,1998,DET,Detroit Pistons
3097,Don Reid," $800,000.00 ",1998,1999,DET,Detroit Pistons
3448,Don Reid," $1,000,000.00 ",1999,2000,DET,Detroit Pistons
3825,Don Reid," $611,000.00 ",2000,2001,ORL,Orlando Magic
4246,Don Reid," $1,000,000.00 ",2001,2002,ORL,Orlando Magic
4699,Don Reid," $1,100,000.00 ",2002,2003,DET,Detroit Pistons
451,Donald Hodge," $130,000.00 ",1991,1992,DAL,Dallas Mavericks
825,Donald Hodge," $650,000.00 ",1992,1993,DAL,Dallas Mavericks
1205,Donald Hodge," $845,000.00 ",1993,1994,DAL,Dallas Mavericks
1593,Donald Hodge," $1,005,000.00 ",1994,1995,DAL,Dallas Mavericks
1952,Donald Hodge," $1,200,000.00 ",1995,1996,DAL,Dallas Mavericks
452,Donald Royal," $130,000.00 ",1991,1992,SAS,San Antonio Spurs
826,Donald Royal," $140,000.00 ",1992,1993,ORL,Orlando Magic
1206,Donald Royal," $890,000.00 ",1993,1994,ORL,Orlando Magic
1953,Donald Royal," $1,500,000.00 ",1995,1996,ORL,Orlando Magic
2322,Donald Royal," $1,700,000.00 ",1996,1997,GSW,Golden State Warriors
8475,Donald Sloan," $122,237.00 ",2011,2012,ATL,Atlanta Hawks
8476,Donald Sloan," $76,392.00 ",2011,2012,NOH,New Orleans Pelicans
8920,Donald Sloan," $251,076.00 ",2012,2013,CLE,Cleveland Caveliers
8921,Donald Sloan," $44,835.00 ",2012,2013,NOH,New Orleans Pelicans
9333,Donald Sloan," $884,293.00 ",2013,2014,IND,Indiana Pacers
9760,Donald Sloan," $948,163.00 ",2014,2015,IND,Indiana Pacers
10297,Donald Sloan," $1,015,421.00 ",2015,2016,NJN,Brooklyn Nets
2323,Donald Whiteside," $220,000.00 ",1996,1997,TOR,Toronto Raptors 
2712,Donald Whiteside," $272,250.00 ",1997,1998,ATL,Atlanta Hawks
9334,Donatas Motiejunas," $1,422,720.00 ",2013,2014,HOU,Houston Rockets
9761,Donatas Motiejunas," $1,483,920.00 ",2014,2015,HOU,Houston Rockets
10298,Donatas Motiejunas," $2,288,205.00 ",2015,2016,HOU,Houston Rockets
10883,Donatas Motiejunas," $576,724.00 ",2016,2017,NOH,New Orleans Pelicans
5968,Donell Taylor," $398,762.00 ",2005,2006,WAS,Washington Wizards
6398,Donell Taylor," $664,209.00 ",2006,2007,WAS,Washington Wizards
3826,Donnell Harvey," $862,560.00 ",2000,2001,DAL,Dallas Mavericks
4247,Donnell Harvey," $927,360.00 ",2001,2002,DAL,Dallas Mavericks
4700,Donnell Harvey," $992,040.00 ",2002,2003,DEN,Denver Nuggets
5120,Donnell Harvey," $663,679.00 ",2003,2004,PHO,Phoenix Suns
1954,Donnie Boyce," $250,000.00 ",1995,1996,ATL,Atlanta Hawks
2324,Donnie Boyce," $247,500.00 ",1996,1997,ATL,Atlanta Hawks
1955,Donny Marshall," $200,000.00 ",1995,1996,CLE,Cleveland Caveliers
2325,Donny Marshall," $450,000.00 ",1996,1997,CLE,Cleveland Caveliers
2713,Donny Marshall," $540,000.00 ",1997,1998,CLE,Cleveland Caveliers
11461,Donovan Mitchell," $2,621,280.00 ",2017,2018,UTA,Utah Jazz
5536,Donta Smith," $425,000.00 ",2004,2005,ATL,Atlanta Hawks
5969,Donta Smith," $641,748.00 ",2005,2006,ATL,Atlanta Hawks
2326,Dontae\' Jones," $691,000.00 ",1996,1997,NYK,New York Knicks
2714,Dontae\' Jones," $794,880.00 ",1997,1998,BOS,Boston Celtic
3098,Dontae\' Jones," $953,856.00 ",1998,1999,BOS,Boston Celtic
7188,Donte Greene," $971,160.00 ",2008,2009,SAC,Sacramento Kings
7619,Donte Greene," $1,044,000.00 ",2009,2010,SAC,Sacramento Kings
8063,Donte Greene," $1,116,840.00 ",2010,2011,SAC,Sacramento Kings
8477,Donte Greene," $2,015,896.00 ",2011,2012,SAC,Sacramento Kings
1594,Dontonio Wingfield," $150,000.00 ",1994,1995,OKC,Oklahoma City Thunder
1956,Dontonio Wingfield," $225,000.00 ",1995,1996,POR,Portland Trail Blazers
2327,Dontonio Wingfield," $500,000.00 ",1996,1997,POR,Portland Trail Blazers
2715,Dontonio Wingfield," $600,000.00 ",1997,1998,POR,Portland Trail Blazers
1957,Donyell Marshall," $2,730,000.00 ",1995,1996,GSW,Golden State Warriors
2328,Donyell Marshall," $3,360,000.00 ",1996,1997,GSW,Golden State Warriors
2716,Donyell Marshall," $3,990,000.00 ",1997,1998,GSW,Golden State Warriors
3099,Donyell Marshall," $4,370,000.00 ",1998,1999,GSW,Golden State Warriors
3449,Donyell Marshall," $5,250,000.00 ",1999,2000,GSW,Golden State Warriors
3827,Donyell Marshall," $5,630,000.00 ",2000,2001,UTA,Utah Jazz
4248,Donyell Marshall," $6,510,000.00 ",2001,2002,UTA,Utah Jazz
4701,Donyell Marshall," $4,186,542.00 ",2002,2003,CHI,Chicago Bulls
4702,Donyell Marshall," $1,000,000.00 ",2002,2003,UTA,Utah Jazz
5121,Donyell Marshall," $4,605,196.00 ",2003,2004,TOR,Toronto Raptors 
5537,Donyell Marshall," $5,023,850.00 ",2004,2005,TOR,Toronto Raptors 
5970,Donyell Marshall," $4,799,108.00 ",2005,2006,CLE,Cleveland Caveliers
6399,Donyell Marshall," $5,633,037.00 ",2006,2007,CLE,Cleveland Caveliers
6793,Donyell Marshall," $6,016,965.00 ",2007,2008,OKC,Oklahoma City Thunder
7189,Donyell Marshall," $5,950,894.00 ",2008,2009,OKC,Oklahoma City Thunder
7190,Donyell Marshall," $1,262,275.00 ",2008,2009,PHI,Philadelphia 76ers
5538,Dorell Wright," $1,152,240.00 ",2004,2005,MIA,Miami Heat
5971,Dorell Wright," $1,238,640.00 ",2005,2006,MIA,Miami Heat
6794,Dorell Wright," $2,040,746.00 ",2007,2008,MIA,Miami Heat
7620,Dorell Wright," $2,750,000.00 ",2009,2010,MIA,Miami Heat
8064,Dorell Wright," $3,500,000.00 ",2010,2011,GSW,Golden State Warriors
8478,Dorell Wright," $3,823,000.00 ",2011,2012,GSW,Golden State Warriors
8922,Dorell Wright," $4,106,000.00 ",2012,2013,PHI,Philadelphia 76ers
9335,Dorell Wright," $3,000,000.00 ",2013,2014,POR,Portland Trail Blazers
9762,Dorell Wright," $3,150,000.00 ",2014,2015,POR,Portland Trail Blazers
10299,Dorell Wright," $17,637.00 ",2015,2016,MIA,Miami Heat
10884,Dorian Finney-Smith," $543,471.00 ",2016,2017,DAL,Dallas Mavericks
11462,Dorian Finney-Smith," $1,312,611.00 ",2017,2018,DAL,Dallas Mavericks
8923,Doron Lamb," $650,000.00 ",2012,2013,ORL,Orlando Magic
9336,Doron Lamb," $788,872.00 ",2013,2014,ORL,Orlando Magic
1207,Doug Christie," $1,445,000.00 ",1993,1994,LAL,Los Angeles Lakers
1595,Doug Christie," $1,244,000.00 ",1994,1995,NYK,New York Knicks
1958,Doug Christie," $1,466,000.00 ",1995,1996,NYK,New York Knicks
2329,Doug Christie," $1,355,000.00 ",1996,1997,TOR,Toronto Raptors 
2717,Doug Christie," $2,012,767.00 ",1997,1998,TOR,Toronto Raptors 
3450,Doug Christie," $2,742,600.00 ",1999,2000,TOR,Toronto Raptors 
3828,Doug Christie," $3,140,000.00 ",2000,2001,SAC,Sacramento Kings
4249,Doug Christie," $5,200,000.00 ",2001,2002,SAC,Sacramento Kings
4703,Doug Christie," $6,250,000.00 ",2002,2003,SAC,Sacramento Kings
5122,Doug Christie," $6,900,000.00 ",2003,2004,SAC,Sacramento Kings
5539,Doug Christie," $7,550,000.00 ",2004,2005,SAC,Sacramento Kings
5972,Doug Christie," $8,200,000.00 ",2005,2006,ORL,Orlando Magic
5973,Doug Christie," $1,575,000.00 ",2005,2006,DAL,Dallas Mavericks
6400,Doug Christie," $158,071.00 ",2006,2007,LAC,Los Angeles Clippers
1208,Doug Edwards," $650,000.00 ",1993,1994,ATL,Atlanta Hawks
1596,Doug Edwards," $845,000.00 ",1994,1995,ATL,Atlanta Hawks
1959,Doug Edwards," $1,040,000.00 ",1995,1996,MEM,Memphis Grizzlies
2330,Doug Edwards," $247,500.00 ",1996,1997,MEM,Memphis Grizzlies
2718,Doug Edwards," $1,430,000.00 ",1997,1998,MEM,Memphis Grizzlies
3100,Doug Edwards," $1,625,000.00 ",1998,1999,MEM,Memphis Grizzlies
453,Doug Lee," $150,000.00 ",1991,1992,NJN,Brooklyn Nets
827,Doug Lee," $125,000.00 ",1992,1993,NJN,Brooklyn Nets
1597,Doug Lee," $150,000.00 ",1994,1995,SAC,Sacramento Kings
10300,Doug McDermott," $2,380,440.00 ",2015,2016,CHI,Chicago Bulls
10885,Doug McDermott," $2,483,040.00 ",2016,2017,OKC,Oklahoma City Thunder
11463,Doug McDermott," $3,294,994.00 ",2017,2018,NYK,New York Knicks
828,Doug Overton," $140,000.00 ",1992,1993,WAS,Washington Wizards
1209,Doug Overton," $500,000.00 ",1993,1994,WAS,Washington Wizards
1598,Doug Overton," $550,000.00 ",1994,1995,WAS,Washington Wizards
1960,Doug Overton," $600,000.00 ",1995,1996,DEN,Denver Nuggets
2331,Doug Overton," $247,500.00 ",1996,1997,PHI,Philadelphia 76ers
2719,Doug Overton," $326,700.00 ",1997,1998,PHI,Philadelphia 76ers
3101,Doug Overton," $600,000.00 ",1998,1999,PHI,Philadelphia 76ers
3451,Doug Overton," $492,000.00 ",1999,2000,BOS,Boston Celtic
3452,Doug Overton," $100,000.00 ",1999,2000,PHI,Philadelphia 76ers
3829,Doug Overton," $548,500.00 ",2000,2001,BOS,Boston Celtic
5123,Doug Overton," $104,390.00 ",2003,2004,NJN,Brooklyn Nets
454,Doug Smith," $1,500,000.00 ",1991,1992,DAL,Dallas Mavericks
829,Doug Smith," $1,845,000.00 ",1992,1993,DAL,Dallas Mavericks
1210,Doug Smith," $1,650,000.00 ",1993,1994,DAL,Dallas Mavericks
1599,Doug Smith," $1,950,000.00 ",1994,1995,DAL,Dallas Mavericks
1961,Doug Smith," $450,000.00 ",1995,1996,BOS,Boston Celtic
95,Doug West," $230,000.00 ",1990,1991,MIN,Minnesota Timberwolves
455,Doug West," $310,000.00 ",1991,1992,MIN,Minnesota Timberwolves
1211,Doug West," $1,275,000.00 ",1993,1994,MIN,Minnesota Timberwolves
1962,Doug West," $1,900,000.00 ",1995,1996,MIN,Minnesota Timberwolves
2720,Doug West," $2,535,000.00 ",1997,1998,MIN,Minnesota Timberwolves
3102,Doug West," $2,915,000.00 ",1998,1999,MEM,Memphis Grizzlies
3453,Doug West," $3,295,000.00 ",1999,2000,MEM,Memphis Grizzlies
3830,Doug West," $3,680,000.00 ",2000,2001,MEM,Memphis Grizzlies
10886,Dragan Bender," $4,276,320.00 ",2016,2017,PHO,Phoenix Suns
11464,Dragan Bender," $4,468,800.00 ",2017,2018,PHO,Phoenix Suns
3831,Dragan Tarlac," $2,500,000.00 ",2000,2001,CHI,Chicago Bulls
8924,Draymond Green," $850,000.00 ",2012,2013,GSW,Golden State Warriors
9337,Draymond Green," $875,500.00 ",2013,2014,GSW,Golden State Warriors
9763,Draymond Green," $915,243.00 ",2014,2015,GSW,Golden State Warriors
10301,Draymond Green," $14,300,000.00 ",2015,2016,GSW,Golden State Warriors
10887,Draymond Green," $15,330,435.00 ",2016,2017,GSW,Golden State Warriors
11465,Draymond Green," $16,400,000.00 ",2017,2018,GSW,Golden State Warriors
96,Drazen Petrovic," $1,200,000.00 ",1990,1991,NJN,Brooklyn Nets
456,Drazen Petrovic," $1,375,000.00 ",1991,1992,NJN,Brooklyn Nets
830,Drazen Petrovic," $1,615,000.00 ",1992,1993,NJN,Brooklyn Nets
3103,Drew Barry," $350,000.00 ",1998,1999,OKC,Oklahoma City Thunder
3454,Drew Barry," $62,765.00 ",1999,2000,GSW,Golden State Warriors
4704,Drew Gooden," $2,794,920.00 ",2002,2003,MEM,Memphis Grizzlies
5124,Drew Gooden," $3,004,560.00 ",2003,2004,ORL,Orlando Magic
5540,Drew Gooden," $3,214,080.00 ",2004,2005,CLE,Cleveland Caveliers
5974,Drew Gooden," $4,065,811.00 ",2005,2006,CLE,Cleveland Caveliers
6401,Drew Gooden," $6,645,402.00 ",2006,2007,CLE,Cleveland Caveliers
6795,Drew Gooden," $6,453,416.00 ",2007,2008,CHI,Chicago Bulls
7191,Drew Gooden," $7,151,183.00 ",2008,2009,SAC,Sacramento Kings
7621,Drew Gooden," $4,500,000.00 ",2009,2010,LAC,Los Angeles Clippers
8065,Drew Gooden," $5,760,000.00 ",2010,2011,MIL,Milwaukee Bucks
8479,Drew Gooden," $6,226,200.00 ",2011,2012,MIL,Milwaukee Bucks
8925,Drew Gooden," $6,687,400.00 ",2012,2013,MIL,Milwaukee Bucks
9764,Drew Gooden," $6,680,000.00 ",2014,2015,MIL,Milwaukee Bucks
9765,Drew Gooden," $1,448,000.00 ",2014,2015,WAS,Washington Wizards
10302,Drew Gooden," $3,300,000.00 ",2015,2016,WAS,Washington Wizards
9766,Drew Gordon," $40,000.00 ",2014,2015,PHI,Philadelphia 76ers
97,Duane Causwell," $650,000.00 ",1990,1991,SAC,Sacramento Kings
457,Duane Causwell," $820,000.00 ",1991,1992,SAC,Sacramento Kings
831,Duane Causwell," $950,000.00 ",1992,1993,SAC,Sacramento Kings
1212,Duane Causwell," $1,260,000.00 ",1993,1994,SAC,Sacramento Kings
1600,Duane Causwell," $1,545,000.00 ",1994,1995,SAC,Sacramento Kings
1963,Duane Causwell," $1,830,000.00 ",1995,1996,SAC,Sacramento Kings
2332,Duane Causwell," $2,215,000.00 ",1996,1997,SAC,Sacramento Kings
3104,Duane Causwell," $1,454,000.00 ",1998,1999,MIA,Miami Heat
3832,Duane Causwell," $4,000,000.00 ",2000,2001,MIA,Miami Heat
832,Duane Cooper," $140,000.00 ",1992,1993,LAL,Los Angeles Lakers
1213,Duane Cooper," $150,000.00 ",1993,1994,PHO,Phoenix Suns
98,Duane Ferrell," $125,000.00 ",1990,1991,ATL,Atlanta Hawks
458,Duane Ferrell," $500,000.00 ",1991,1992,ATL,Atlanta Hawks
833,Duane Ferrell," $825,000.00 ",1992,1993,ATL,Atlanta Hawks
1214,Duane Ferrell," $1,025,000.00 ",1993,1994,ATL,Atlanta Hawks
1964,Duane Ferrell," $845,000.00 ",1995,1996,IND,Indiana Pacers
2333,Duane Ferrell," $1,040,000.00 ",1996,1997,IND,Indiana Pacers
2721,Duane Ferrell," $1,235,000.00 ",1997,1998,GSW,Golden State Warriors
3105,Duane Ferrell," $1,430,000.00 ",1998,1999,GSW,Golden State Warriors
3455,Duane Ferrell," $1,625,000.00 ",1999,2000,ATL,Atlanta Hawks
10303,Duje Dukan," $525,093.00 ",2015,2016,SAC,Sacramento Kings
11466,Dwayne Bacon," $815,615.00 ",2017,2018,CHA,Charlotte Hornets
5975,Dwayne Jones," $398,762.00 ",2005,2006,MIN,Minnesota Timberwolves
6402,Dwayne Jones," $664,209.00 ",2006,2007,CLE,Cleveland Caveliers
6796,Dwayne Jones," $770,610.00 ",2007,2008,CLE,Cleveland Caveliers
1601,Dwayne Morton," $150,000.00 ",1994,1995,GSW,Golden State Warriors
99,Dwayne Schintzius," $520,000.00 ",1990,1991,SAS,San Antonio Spurs
459,Dwayne Schintzius," $650,000.00 ",1991,1992,SAC,Sacramento Kings
834,Dwayne Schintzius," $140,000.00 ",1992,1993,NJN,Brooklyn Nets
1215,Dwayne Schintzius," $921,000.00 ",1993,1994,NJN,Brooklyn Nets
1965,Dwayne Schintzius," $225,000.00 ",1995,1996,IND,Indiana Pacers
2334,Dwayne Schintzius," $625,000.00 ",1996,1997,LAC,Los Angeles Clippers
3106,Dwayne Schintzius," $662,500.00 ",1998,1999,BOS,Boston Celtic
3456,Dwayne Schintzius," $550,000.00 ",1999,2000,DEN,Denver Nuggets
9767,Dwight Buycks," $48,028.00 ",2014,2015,LAL,Los Angeles Lakers
5541,Dwight Howard," $4,179,720.00 ",2004,2005,ORL,Orlando Magic
5976,Dwight Howard," $4,493,160.00 ",2005,2006,ORL,Orlando Magic
6403,Dwight Howard," $4,806,720.00 ",2006,2007,ORL,Orlando Magic
6797,Dwight Howard," $6,061,274.00 ",2007,2008,ORL,Orlando Magic
7192,Dwight Howard," $13,758,000.00 ",2008,2009,ORL,Orlando Magic
7622,Dwight Howard," $15,202,590.00 ",2009,2010,ORL,Orlando Magic
8066,Dwight Howard," $16,647,180.00 ",2010,2011,ORL,Orlando Magic
8480,Dwight Howard," $18,091,770.00 ",2011,2012,ORL,Orlando Magic
8926,Dwight Howard," $19,536,360.00 ",2012,2013,LAL,Los Angeles Lakers
9338,Dwight Howard," $20,513,178.00 ",2013,2014,HOU,Houston Rockets
9768,Dwight Howard," $21,436,271.00 ",2014,2015,HOU,Houston Rockets
10304,Dwight Howard," $22,359,364.00 ",2015,2016,HOU,Houston Rockets
10888,Dwight Howard," $23,180,275.00 ",2016,2017,ATL,Atlanta Hawks
11467,Dwight Howard," $23,500,000.00 ",2017,2018,CHA,Charlotte Hornets
9769,Dwight Powell," $507,336.00 ",2014,2015,DAL,Dallas Mavericks
10305,Dwight Powell," $845,059.00 ",2015,2016,DAL,Dallas Mavericks
10889,Dwight Powell," $8,375,000.00 ",2016,2017,DAL,Dallas Mavericks
11468,Dwight Powell," $9,003,125.00 ",2017,2018,DAL,Dallas Mavericks
5125,Dwyane Wade," $2,636,400.00 ",2003,2004,MIA,Miami Heat
5542,Dwyane Wade," $2,834,160.00 ",2004,2005,MIA,Miami Heat
5977,Dwyane Wade," $3,031,920.00 ",2005,2006,MIA,Miami Heat
6798,Dwyane Wade," $13,041,250.00 ",2007,2008,MIA,Miami Heat
7623,Dwyane Wade," $15,779,912.00 ",2009,2010,MIA,Miami Heat
8481,Dwyane Wade," $15,691,000.00 ",2011,2012,MIA,Miami Heat
8927,Dwyane Wade," $17,182,000.00 ",2012,2013,MIA,Miami Heat
9339,Dwyane Wade," $18,673,000.00 ",2013,2014,MIA,Miami Heat
9770,Dwyane Wade," $15,000,000.00 ",2014,2015,MIA,Miami Heat
10306,Dwyane Wade," $20,000,000.00 ",2015,2016,MIA,Miami Heat
10890,Dwyane Wade," $23,200,000.00 ",2016,2017,CHI,Chicago Bulls
11469,Dwyane Wade," $15,550,000.00 ",2017,2018,CHI,Chicago Bulls
11470,Dwyane Wade," $2,328,652.00 ",2017,2018,CLE,Cleveland Caveliers
10307,E.J. Singler," $50,000.00 ",2015,2016,UTA,Utah Jazz
10891,E.J. Singler," $50,000.00 ",2016,2017,TOR,Toronto Raptors 
8482,E\'Twaun Moore," $473,604.00 ",2011,2012,BOS,Boston Celtic
8928,E\'Twaun Moore," $762,195.00 ",2012,2013,ORL,Orlando Magic
9340,E\'Twaun Moore," $884,293.00 ",2013,2014,ORL,Orlando Magic
10308,E\'Twaun Moore," $1,015,421.00 ",2015,2016,CHI,Chicago Bulls
10892,E\'Twaun Moore," $8,081,363.00 ",2016,2017,NOH,New Orleans Pelicans
11471,E\'Twaun Moore," $8,445,024.00 ",2017,2018,NOH,New Orleans Pelicans
5978,Earl Barron," $398,762.00 ",2005,2006,MIA,Miami Heat
6799,Earl Barron," $973,328.00 ",2007,2008,MIA,Miami Heat
8483,Earl Barron," $185,588.00 ",2011,2012,GSW,Golden State Warriors
8929,Earl Barron," $358,600.00 ",2012,2013,WAS,Washington Wizards
9771,Earl Barron," $107,676.00 ",2014,2015,PHO,Phoenix Suns
3107,Earl Boykins," $287,500.00 ",1998,1999,CLE,Cleveland Caveliers
3833,Earl Boykins," $498,500.00 ",2000,2001,LAC,Los Angeles Clippers
4250,Earl Boykins," $650,000.00 ",2001,2002,LAC,Los Angeles Clippers
4705,Earl Boykins," $715,000.00 ",2002,2003,LAC,Los Angeles Clippers
4706,Earl Boykins," $528,605.00 ",2002,2003,GSW,Golden State Warriors
5126,Earl Boykins," $2,500,000.00 ",2003,2004,DEN,Denver Nuggets
5979,Earl Boykins," $2,750,000.00 ",2005,2006,DEN,Denver Nuggets
6404,Earl Boykins," $2,950,000.00 ",2006,2007,MIL,Milwaukee Bucks
7624,Earl Boykins," $1,191,180.00 ",2009,2010,WAS,Washington Wizards
8067,Earl Boykins," $1,352,181.00 ",2010,2011,MIL,Milwaukee Bucks
7625,Earl Clark," $1,766,280.00 ",2009,2010,PHO,Phoenix Suns
8068,Earl Clark," $1,898,760.00 ",2010,2011,ORL,Orlando Magic
8484,Earl Clark," $1,160,000.00 ",2011,2012,ORL,Orlando Magic
8930,Earl Clark," $1,240,000.00 ",2012,2013,LAL,Los Angeles Lakers
9341,Earl Clark," $4,250,000.00 ",2013,2014,CLE,Cleveland Caveliers
9772,Earl Clark," $62,552.00 ",2014,2015,NJN,Brooklyn Nets
2335,Earl Cureton," $205,200.00 ",1996,1997,TOR,Toronto Raptors 
4251,Earl Watson," $332,817.00 ",2001,2002,OKC,Oklahoma City Thunder
4707,Earl Watson," $1,215,000.00 ",2002,2003,MEM,Memphis Grizzlies
5127,Earl Watson," $1,336,500.00 ",2003,2004,MEM,Memphis Grizzlies
5543,Earl Watson," $1,458,000.00 ",2004,2005,MEM,Memphis Grizzlies
5980,Earl Watson," $5,000,000.00 ",2005,2006,DEN,Denver Nuggets
6405,Earl Watson," $5,400,000.00 ",2006,2007,OKC,Oklahoma City Thunder
6800,Earl Watson," $5,800,000.00 ",2007,2008,OKC,Oklahoma City Thunder
7193,Earl Watson," $6,200,000.00 ",2008,2009,OKC,Oklahoma City Thunder
7626,Earl Watson," $6,600,000.00 ",2009,2010,OKC,Oklahoma City Thunder
7627,Earl Watson," $2,800,000.00 ",2009,2010,IND,Indiana Pacers
8069,Earl Watson," $1,229,255.00 ",2010,2011,UTA,Utah Jazz
8485,Earl Watson," $2,000,000.00 ",2011,2012,UTA,Utah Jazz
8931,Earl Watson," $2,000,000.00 ",2012,2013,UTA,Utah Jazz
9342,Earl Watson," $1,399,507.00 ",2013,2014,POR,Portland Trail Blazers
8070,Ed Davis," $1,919,160.00 ",2010,2011,TOR,Toronto Raptors 
8486,Ed Davis," $2,063,040.00 ",2011,2012,TOR,Toronto Raptors 
8932,Ed Davis," $2,207,040.00 ",2012,2013,MEM,Memphis Grizzlies
9343,Ed Davis," $3,153,860.00 ",2013,2014,MEM,Memphis Grizzlies
9773,Ed Davis," $981,084.00 ",2014,2015,LAL,Los Angeles Lakers
10309,Ed Davis," $7,000,000.00 ",2015,2016,POR,Portland Trail Blazers
10893,Ed Davis," $6,666,667.00 ",2016,2017,POR,Portland Trail Blazers
11472,Ed Davis," $6,352,531.00 ",2017,2018,POR,Portland Trail Blazers
2722,Ed Gray," $723,840.00 ",1997,1998,ATL,Atlanta Hawks
3108,Ed Gray," $832,440.00 ",1998,1999,ATL,Atlanta Hawks
3457,Ed Gray," $941,040.00 ",1999,2000,HOU,Houston Rockets
100,Ed Nealy," $550,000.00 ",1990,1991,PHO,Phoenix Suns
460,Ed Nealy," $650,000.00 ",1991,1992,PHO,Phoenix Suns
835,Ed Nealy," $800,000.00 ",1992,1993,PHO,Phoenix Suns
1966,Ed O\'Bannon," $1,133,000.00 ",1995,1996,NJN,Brooklyn Nets
2336,Ed O\'Bannon," $1,303,000.00 ",1996,1997,NJN,Brooklyn Nets
2723,Ed O\'Bannon," $1,472,640.00 ",1997,1998,ORL,Orlando Magic
101,Ed Pinckney," $750,000.00 ",1990,1991,BOS,Boston Celtic
461,Ed Pinckney," $900,000.00 ",1991,1992,BOS,Boston Celtic
836,Ed Pinckney," $1,150,000.00 ",1992,1993,BOS,Boston Celtic
1216,Ed Pinckney," $1,470,000.00 ",1993,1994,BOS,Boston Celtic
1602,Ed Pinckney," $1,485,000.00 ",1994,1995,MIL,Milwaukee Bucks
1967,Ed Pinckney," $1,926,000.00 ",1995,1996,TOR,Toronto Raptors 
2337,Ed Pinckney," $300,000.00 ",1996,1997,MIA,Miami Heat
2724,Ed Stokes," $272,500.00 ",1997,1998,TOR,Toronto Raptors 
5981,Eddie Basden," $398,762.00 ",2005,2006,CHI,Chicago Bulls
